0 0 0 ..CC.MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... 
1 1 0 ..CC.MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. L99 
1 1 0 ..CC.MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 
1 1 0 ..CC.M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... D99 
1 1 0 ...CCMDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
1 1 0 CC...MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C98 
1 1 0 .CC..MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
2 2 0 .CCK.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C99 K99 
2 2 0 .CC..MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 CC...MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C98 L99 
2 2 0 ...CCMDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 ..CC.M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. D99 L99 
2 2 0 ..CC.MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 L99 
2 2 0 ..CC.MDD...MAA.K.NIEEK.NI.JLGGHHJL.. K99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. E99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI..EENI.JLGGHHJL.. E98 L99 
2 2 0 .CC..MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 CC...MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 
2 2 0 ...CCMDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 D99 
2 2 0 ..CC.MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 I99 
2 2 0 .CC..M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC...M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C98 D99 
2 2 0 ...CCM.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC.K.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C98 K99 
3 3 0 CC.K.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C98 K99 L99 
3 3 0 CC.K.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C98 K99 
3 3 0 CC.K.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C98 K99 
3 3 0 .CCK.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C99 D99 K99 
3 3 0 .CCK.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C99 K99 
3 3 0 .CCK.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C99 K99 
3 3 0 .CCK.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C99 K99 
3 3 0 .CCK.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C99 K99 L99 
3 3 0 .CCK.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 .CC..MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 .CC..MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 CC...M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C98 D99 L99 
3 3 0 CC.K.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C98 L99 
3 3 0 CC...MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C98 E99 L99 
3 3 0 CC...MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C98 E98 L99 
3 3 0 ...CCM.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 ...CCMDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 ...CCMDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 ..CC.M.DDK.M.AAK.NIEE..NI.JLGGHHJL.. A99 D99 L99 
3 3 0 ..CC.M.DD..MAA.K.NIEEK.NI.JLGGHHJL.. D99 K99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI.EE.NI.JLGGHHJL.. D99 E99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI..EENI.JLGGHHJL.. D99 E98 L99 
3 3 0 ..CC.MDD...M.AAK.NIEEK.NI.JLGGHHJL.. A99 K99 L99 
3 3 0 ..CC.MDD.K.MIAAK.NIEE..N..JLGGHHJL.. A99 I99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI.EE.NI.JLGGHHJL.. A99 E99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI..EENI.JLGGHHJL.. A99 E98 L99 
3 3 0 ..CC.M..DD.MAA.K.NIEEK.NI.JLGGHHJL.. D98 K99 L99 
3 3 0 ..CC.M...DDMAA.K.NIEEK.NI.JLGGHHJL.. D97 K99 L99 
3 3 0 ..CC.MDD.K.MAA.K.NI.JEENI.JLGGHH.L.. E98 J99 L99 
3 3 0 ..CC.MDD.K.MAAJK.NI.JEENI..LGGHH.L.. E98 J98 L99 
3 3 0 ..CC.MDDJK.MAAJK.NI..EENI..LGGHH.L.. E98 J97 L99 
3 3 0 .CC..M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 .CC..MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 CC...M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 D99 
3 3 0 CC.K.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C98 K99 
3 3 0 CC...MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C98 I99 
3 3 0 ...CCM.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 ...CCMDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 ..CC.M.DDK.MIAAK.NIEEL.N..JLGGHHJ... A99 D99 I99 
3 3 0 ..CC.MIDDK.MIAAK.N.EEL.N..JLGGHHJ... A99 D99 I98 
3 3 0 I.CC.MIDDK.M.AAK.N.EEL.N..JLGGHHJ... A99 D99 I97 
3 3 0 CC.K.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C98 D99 K99 
8 8 0 CCJK.MDDJK.M..AA.NIEE..NI..LGG.HHL.. A98 C98 E96 H99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M..AA.N...EENI..LGGIHHL.. A98 C98 E98 H99 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MAA...N..EE.NI..LGGIHHL.. C98 E97 H99 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MAA...NIEEL.NI..LGG.HH... C98 E96 H99 J96 K99 L98 
8 8 0 CCJK.MDDJK.MAA...NIEEL.NI..LGG..HH.. C98 E96 H98 J96 K99 L98 
8 8 0 CCJK.MDDJK.MAA...NIEEL.NI..LGG...HH. C98 E96 H97 J96 K99 L98 
8 8 0 CCJK.MDDJK.MAA...NIEEL.NI..LGG....HH C98 E96 H96 J96 K99 L98 
8 8 0 CCJK.MDDJK.MAA.L.NIEEL.NI..GG.HH.... C98 E96 G99 J96 K99 L97 
8 8 0 CCJK.MDDJK.MAA.L.NIEEL.NI.GG..HH.... C98 E96 G98 J96 K99 L97 
8 8 0 CCJK.MDDJK.MAA.L.NIEEL.NIGG...HH.... C98 E96 G97 J96 K99 L97 
8 8 0 CCJK.MDDJK.MAA.L.NIEEL.NI...GG.HH... C98 E96 H99 J96 K99 L97 
8 8 0 CCJK.MDDJK.MAA.L.NIEEL.NI...GG..HH.. C98 E96 H98 J96 K99 L97 
8 8 0 CCJK.MDDJK.MAA.L.NIEEL.NI...GG...HH. C98 E96 H97 J96 K99 L97 
8 8 0 CCJK.MDDJK.MAA.L.NIEEL.NI...GG....HH C98 E96 H96 J96 K99 L97 
8 8 0 CCJK.MDDJK.MAA...N.EE..NI..LGGIHHL.. C98 E96 H99 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MAA...NEE...NI..LGGIHHL.. C98 E95 H99 I99 J96 K99 L99 
8 8 0 CC...MI.DD.MIAAK.NEEJK.N..JLGGHH.L.. A99 C98 D98 E99 I98 J99 K99 L99 
8 8 0 CC...MI..DDMIAAK.NEEJK.N..JLGGHH.L.. A99 C98 D97 E99 I98 J99 K99 L99 
8 8 0 CC...MDDJ..MAAJK.N.EEK.NI..LGGIHHL.. C98 E96 H99 I99 J97 K99 L99 
8 8 0 CC...MDDJK.MAAJK.N.EEL.NI..LGGIHH... C98 E96 H99 I99 J97 L98 
8 8 0 CC...MDDJK.MAAJK.N.EEL.NI..LGGI.HH.. C98 E96 H98 I99 J97 L98 
8 8 0 CC...MDDJK.MAAJK.N.EEL.NI..LGGI..HH. C98 E96 H97 I99 J97 L98 
8 8 0 CC...MDDJK.MAAJK.N.EEL.NI..LGGI...HH C98 E96 H96 I99 J97 L98 
8 8 0 CC...MDDJK.MAAJK.NIEE..NI..LGG...LHH C98 E96 H96 J97 L97 
8 8 0 CC...MDD.K.MAAJK.NEEJ..NI..LGGIHHL.. C98 E95 H99 I99 J96 L99 
8 8 0 CC...MDD.K.MAA.K.NEEJ..NI.JLGGIHHL.. C98 E95 H99 I99 J95 L99 
8 8 0 CC...MDDJ..MAAJK.NEE.K.NI..LGGIHHL.. C98 E95 H99 I99 J97 K99 L99 
8 8 0 CC...MDDJK.MAAJK.NEE.L.NI..LGGIHH... C98 E95 H99 I99 J97 L98 
8 8 0 CCJ..MDDJK.MIAAK.NI.EE.N...LGG.HHL.. A99 C98 E97 H99 I99 J96 L99 
8 8 0 CCJ..MDDJ..MIAAK.NIEEK.N...LGGHH.L.. A99 C98 E96 I99 J96 K99 L99 
8 8 0 CCJ..MDDJK.MIAAK.NIEEL.N...LGGHH.... A99 C98 E96 I99 J96 L98 
8 8 0 CCJ..MDDJK.MIAAK.NIEE..N...LGG.HHL.. A99 C98 E96 H99 I99 J96 L99 
8 8 0 CCJ..MDDJK.M.AAK.N..EE.NI..LGGIHHL.. A99 C98 E97 H99 I99 J96 L99 
8 8 0 CCJ..MDDJ..M.AAK.NIEEK.NI..LGG.HHL.. A99 C98 E96 H99 J96 K99 L99 
8 8 0 CCJ..MDDJK.M.AAK.NIEEL.NI..LGG.HH... A99 C98 E96 H99 J96 L98 
8 8 0 CCJ..MDDJK.M.AAK.NIEEL.NI..LGG..HH.. A99 C98 E96 H98 J96 L98 
8 8 0 CCJ..MDDJK.M.AAK.NIEEL.NI..LGG...HH. A99 C98 E96 H97 J96 L98 
8 8 0 CCJ..MDDJK.M.AAK.NIEEL.NI..LGG....HH A99 C98 E96 H96 J96 L98 
8 8 0 CCJ..MDDJK.M.AAK.N.EE..NI..LGGIHHL.. A99 C98 E96 H99 I99 J96 L99 
8 8 0 CCJ..MDDJK.M.AAK.NEE...NI..LGGIHHL.. A99 C98 E95 H99 I99 J96 L99 
8 8 0 CCJ..MDDJ..MAA.K.N.EEK.NI..LGGIHHL.. C98 E96 H99 I99 J96 K99 L99 
8 8 0 CCJ..MDDJK.MAA.K.N.EEL.NI..LGGIHH... C98 E96 H99 I99 J96 L98 
8 8 0 CCJ..MDDJK.MAA.K.N.EEL.NI..LGGI.HH.. C98 E96 H98 I99 J96 L98 
8 8 0 CCJ..MDDJK.MAA.K.N.EEL.NI..LGGI..HH. C98 E96 H97 I99 J96 L98 
8 8 0 CCJ..MDDJK.MAA.K.N.EEL.NI..LGGI...HH C98 E96 H96 I99 J96 L98 
8 8 0 CCJ..MDDJK.MAA.K.NIEE..NI..LGG...LHH C98 E96 H96 J96 L97 
8 8 0 CCJ..MDDJ..MAA.K.NEE.K.NI..LGGIHHL.. C98 E95 H99 I99 J96 K99 L99 
8 8 0 CCJ..MDDJK.MAA.K.NEE.L.NI..LGGIHH... C98 E95 H99 I99 J96 L98 
8 8 0 ...CCMIDD..MIAAK.NEEJK.N..JLGGHH.L.. A99 C99 D99 E99 I98 J99 K99 L99 
8 8 0 I..CCMIDD..MAA.K.NEE.K.N..JLGGHHJL.. A98 C99 D99 E99 I97 K99 L99 
8 8 0 ...CCM.DDK.MIAAK.NI.JEEN..JLGG.HHL.. A99 C99 D99 E98 H99 I99 J99 L99 
8 8 0 ...CCMIDDK.MIAAK.NEEJ..N..JLGG.HHL.. A99 C99 D99 E99 H99 I98 J99 L99 
8 8 0 ...CCMIDDK.MIAAK.N..JEEN..JLGG.HHL.. A99 C99 D99 E98 H99 I98 J99 L99 
8 8 0 I..CCMIDDK.MAA.K.N..JEEN..JLGGHH.L.. A98 C99 D99 E98 I97 J99 L99 
8 8 0 I..CCMIDDK.MAAJK.N..JEEN...LGGHH.L.. A98 C99 D99 E98 I97 J98 L99 
8 8 0 I..CCMIDDK.M.AAK.N..JEEN..JLGG.HHL.. A99 C99 D99 E98 H99 I97 J99 L99 
8 8 0 ...CCM.DDK.M.AAK.N..JEENI.JLGGIHHL.. A99 C99 D99 E98 H99 I99 J99 L99 
8 8 0 ...CCMI.DD.MIAAK.NEEJK.N..JLGGHH.L.. A99 C99 D98 E99 I98 J99 K99 L99 
8 8 0 I..CCMI.DD.MAA.K.NEE.K.N..JLGGHHJL.. A98 C99 D98 E99 I97 K99 L99 
8 8 0 I..CCMI.DD.M.AAK.NEEJK.N..JLGGHH.L.. A99 C99 D98 E99 I97 J99 K99 L99 
8 8 0 ...CCMI..DDMIAAK.NEEJK.N..JLGGHH.L.. A99 C99 D97 E99 I98 J99 K99 L99 
8 8 0 I..CCMI..DDMAA.K.NEE.K.N..JLGGHHJL.. A98 C99 D97 E99 I97 K99 L99 
8 8 0 I..CCMI..DDM.AAK.NEEJK.N..JLGGHH.L.. A99 C99 D97 E99 I97 J99 K99 L99 
8 8 0 ...CCMDDJ..MAAJK.N.EEK.NI..LGGIHHL.. C99 E96 H99 I99 J97 K99 L99 
8 8 0 ...CCMDDJK.MAAJK.N.EEL.NI..LGGIHH... C99 E96 H99 I99 J97 L98 
8 8 0 ...CCMDDJK.MAAJK.N.EEL.NI..LGGI.HH.. C99 E96 H98 I99 J97 L98 
8 8 0 ...CCMDDJK.MAAJK.N.EEL.NI..LGGI..HH. C99 E96 H97 I99 J97 L98 
8 8 0 ...CCMDDJK.MAAJK.N.EEL.NI..LGGI...HH C99 E96 H96 I99 J97 L98 
8 8 0 ...CCMDDJK.MAAJK.NIEE..NI..LGG...LHH C99 E96 H96 J97 L97 
8 8 0 ...CCMDD.K.MAAJK.NEEJ..NI..LGGIHHL.. C99 E95 H99 I99 J96 L99 
8 8 0 ...CCMDD.K.MAA.K.NEEJ..NI.JLGGIHHL.. C99 E95 H99 I99 J95 L99 
8 8 0 ...CCMDDJ..MAAJK.NEE.K.NI..LGGIHHL.. C99 E95 H99 I99 J97 K99 L99 
8 8 0 ...CCMDDJK.MAAJK.NEE.L.NI..LGGIHH... C99 E95 H99 I99 J97 L98 
8 8 0 ..JCCMDDJK.MIAAK.NI.EE.N...LGG.HHL.. A99 C99 E97 H99 I99 J96 L99 
8 8 0 ..JCCMDDJ..MIAAK.NIEEK.N...LGGHH.L.. A99 C99 E96 I99 J96 K99 L99 
8 8 0 ..JCCMDDJK.MIAAK.NIEEL.N...LGGHH.... A99 C99 E96 I99 J96 L98 
8 8 0 ..JCCMDDJK.MIAAK.NIEE..N...LGG.HHL.. A99 C99 E96 H99 I99 J96 L99 
8 8 0 ..JCCMDDJK.M.AAK.N..EE.NI..LGGIHHL.. A99 C99 E97 H99 I99 J96 L99 
8 8 0 ..JCCMDDJ..M.AAK.NIEEK.NI..LGG.HHL.. A99 C99 E96 H99 J96 K99 L99 
8 8 0 ..JCCMDDJK.M.AAK.NIEEL.NI..LGG.HH... A99 C99 E96 H99 J96 L98 
8 8 0 ..JCCMDDJK.M.AAK.NIEEL.NI..LGG..HH.. A99 C99 E96 H98 J96 L98 
8 8 0 ..JCCMDDJK.M.AAK.NIEEL.NI..LGG...HH. A99 C99 E96 H97 J96 L98 
8 8 0 ..JCCMDDJK.M.AAK.NIEEL.NI..LGG....HH A99 C99 E96 H96 J96 L98 
8 8 0 ..JCCMDDJK.M.AAK.N.EE..NI..LGGIHHL.. A99 C99 E96 H99 I99 J96 L99 
8 8 0 ..JCCMDDJK.M.AAK.NEE...NI..LGGIHHL.. A99 C99 E95 H99 I99 J96 L99 
8 8 0 ..JCCMDDJ..MAA.K.N.EEK.NI..LGGIHHL.. C99 E96 H99 I99 J96 K99 L99 
8 8 0 ..JCCMDDJK.MAA.K.N.EEL.NI..LGGIHH... C99 E96 H99 I99 J96 L98 
8 8 0 ..JCCMDDJK.MAA.K.N.EEL.NI..LGGI.HH.. C99 E96 H98 I99 J96 L98 
8 8 0 ..JCCMDDJK.MAA.K.N.EEL.NI..LGGI..HH. C99 E96 H97 I99 J96 L98 
8 8 0 ..JCCMDDJK.MAA.K.N.EEL.NI..LGGI...HH C99 E96 H96 I99 J96 L98 
8 8 0 ..JCCMDDJK.MAA.K.NIEE..NI..LGG...LHH C99 E96 H96 J96 L97 
8 8 0 ..JCCMDDJ..MAA.K.NEE.K.NI..LGGIHHL.. C99 E95 H99 I99 J96 K99 L99 
8 8 0 ..JCCMDDJK.MAA.K.NEE.L.NI..LGGIHH... C99 E95 H99 I99 J96 L98 
8 8 0 ..CC.MIDD..MIAAK.NEEJK.N..JLGG.HHL.. A99 D99 E99 H99 I98 J99 K99 L99 
8 8 0 I.CC.MIDDK.MAA.K.N..JEEN..JLGG.HHL.. A98 D99 E98 H99 I97 J99 L99 
8 8 0 I.CC.MIDDK.MAAJK.N..JEEN...LGG.HHL.. A98 D99 E98 H99 I97 J98 L99 
8 8 0 ..CC.MI.DD.MIAAK.NEEJK.N..JLGG.HHL.. A99 D98 E99 H99 I98 J99 K99 L99 
8 8 0 I.CC.MI.DD.MAA.K.NEEJK.N..JLGGHH.L.. A98 D98 E99 I97 J99 K99 L99 
8 8 0 I.CC.MI.DD.MAAJK.NEEJK.N...LGGHH.L.. A98 D98 E99 I97 J98 K99 L99 
8 8 0 I.CC.MI.DD.M.AAK.NEEJK.N..JLGG.HHL.. A99 D98 E99 H99 I97 J99 K99 L99 
8 8 0 ..CC.MI..DDMIAAK.NEEJK.N..JLGG.HHL.. A99 D97 E99 H99 I98 J99 K99 L99 
8 8 0 I.CC.MI..DDMAA.K.NEEJK.N..JLGGHH.L.. A98 D97 E99 I97 J99 K99 L99 
8 8 0 I.CC.MI..DDMAAJK.NEEJK.N...LGGHH.L.. A98 D97 E99 I97 J98 K99 L99 
8 8 0 I.CC.MI.JDDMAAJK.NEE.K.N...LGGHH.L.. A98 D97 E99 I97 J97 K99 L99 
8 8 0 I.CC.MI..DDM.AAK.NEEJK.N..JLGG.HHL.. A99 D97 E99 H99 I97 J99 K99 L99 
8 8 0 ..CC.MDDJK.MAAJK.NEE.L.NI..LGGI.HH.. E95 H98 I99 J97 L98 
8 8 0 ..CC.MDDJK.MAAJK.NEE.L.NI..LGGI..HH. E95 H97 I99 J97 L98 
8 8 0 ..CC.MDDJK.MAAJK.NEE.L.NI..LGGI...HH E95 H96 I99 J97 L98 
8 8 0 ..CC.MDDJK.MAAJK.N.EE..NI..LGGI..LHH E96 H96 I99 J97 L97 
8 8 0 ..CC.MDDJ..MAAJK.NIEEK.NI..LGG...LHH E96 H96 J97 K99 L97 
8 8 0 ..CC.MDDJK.MAAJK.NI.EE.NI..LGG...LHH E95 H96 J97 L97 
8 8 0 ..CC.MDDJK.MAAJK.NI..EENI..LGG...LHH E94 H96 J97 L97 
8 8 0 ..CC.M.DDK.MAAJK.NEEJ..NI..LGGIHHL.. D99 E95 H99 I99 J96 L99 
8 8 0 ..CC.MDD...MAAJK.NEEJK.NI..LGGIHHL.. E95 H99 I99 J96 K99 L99 
8 8 0 ..CC.MDD.K.MAAJK.NEEJL.NI..LGGIHH... E95 H99 I99 J96 L98 
8 8 0 ..CC.M.DDK.MAA.K.NEEJ..NI.JLGGIHHL.. D99 E95 H99 I99 J95 L99 
8 8 0 ..CC.MDD.K.M.AAK.NEEJ..NI.JLGGIHHL.. A99 E95 H99 I99 J95 L99 
8 8 0 ..CC.MDD...MAA.K.NEEJK.NI.JLGGIHHL.. E95 H99 I99 J95 K99 L99 
8 8 0 ..CC.MDD.K.MAA.K.NEEJL.NI.JLGGIHH... E95 H99 I99 J95 L98 
8 8 0 .CC..MIDDK.MIAAK.NEE.L.N..JLGG..JHH. A99 C99 D99 E99 H97 I98 J98 
8 8 0 CC.K.MIDDK.MIAA..NEEJL.N..JLGG.HH... A99 C98 D99 E99 H99 I98 J99 K99 
8 8 0 CC.K.MIDDK.MIAA..NEEJL.N..JLGG..HH.. A99 C98 D99 E99 H98 I98 J99 K99 
8 8 0 CC.K.MIDDK.MIAA..NEEJL.N..JLGG...HH. A99 C98 D99 E99 H97 I98 J99 K99 
8 8 0 CC.K.MIDDK.MIAA..NEEJL.N..JLGG....HH A99 C98 D99 E99 H96 I98 J99 K99 
8 8 0 CC...MIDDK.MIAAK.NEE.L.N..JLGG..JHH. A99 C98 D99 E99 H97 I98 J98 
8 8 0 ...CCMIDDK.MIAAK.NEE.L.N..JLGG..JHH. A99 C99 D99 E99 H97 I98 J98 
9 9 0 .CC..MIDDK.MIAAK.N.EEL.N..JLGG..JHH. A99 C99 D99 E98 H97 I98 J98 
9 9 0 CC...MIDDK.MIAAK.N.EEL.N..JLGG..JHH. A99 C98 D99 E98 H97 I98 J98 
9 9 0 ...CCMIDDK.MIAAK.N.EEL.N..JLGG..JHH. A99 C99 D99 E98 H97 I98 J98 
9 9 0 ..CC.M.DDK.MIAAK.NIEEL.N..JLGG..JHH. A99 D99 E98 H97 I97 J98 
9 9 0 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGG..JHH. A99 D99 E98 H97 I96 J98 
9 9 0 ..CC.M.DDK.M.AAK.N.EEL.NI.JLGGI.JHH. A99 D99 E98 H97 I95 J98 
9 9 0 .CCK.MIDDK.MIAA..NEEJ..N..JLGG...LHH A99 C99 D99 E99 H96 I98 J99 K99 L99 
9 9 0 .CC..MIDD..MIAAK.NEEJK.N..JLGG...LHH A99 C99 D99 E99 H96 I98 J99 K99 L99 
9 9 0 .CC..MIDDK.MIAAK.NEE...N..JLGG..JLHH A99 C99 D99 E99 H96 I98 J98 L99 
9 9 0 CC.K.MIDDK.MIAA..NEEJ..N..JLGG...LHH A99 C98 D99 E99 H96 I98 J99 K99 L99 
9 9 0 CC...MIDD..MIAAK.NEEJK.N..JLGG...LHH A99 C98 D99 E99 H96 I98 J99 K99 L99 
9 9 0 CC...MIDDK.MIAAK.NEE...N..JLGG..JLHH A99 C98 D99 E99 H96 I98 J98 L99 
9 9 0 ...CCMIDD..MIAAK.NEEJK.N..JLGG...LHH A99 C99 D99 E99 H96 I98 J99 K99 L99 
9 9 0 ...CCMIDDK.MIAAK.NEE...N..JLGG..JLHH A99 C99 D99 E99 H96 I98 J98 L99 
9 9 0 ..CC.MI.DD.MIAAK.NEEJK.N..JLGG...LHH A99 D98 E99 H96 I98 J99 K99 L99 
9 9 0 ..CC.MI..DDMIAAK.NEEJK.N..JLGG...LHH A99 D97 E99 H96 I98 J99 K99 L99 
9 9 0 ..CC.MIDD..MIAAK.NEE.K.N..JLGG..JLHH A99 D99 E99 H96 I98 J98 K99 L99 
9 9 0 ..CC.MIDDK.MIAAK.N.EE..N..JLGG..JLHH A99 D99 E98 H96 I98 J98 L99 
9 9 0 ..CC.MIDDK.MIAAK.N..EE.N..JLGG..JLHH A99 D99 E97 H96 I98 J98 L99 
9 9 0 ..CC.MIDDK.MIAAK.N...EEN..JLGG..JLHH A99 D99 E96 H96 I98 J98 L99 
9 9 0 .CCK.MIDDK.MIAA..NEE.L.N..JLGG..J.HH A99 C99 D99 E99 H96 I98 J98 K99 
9 9 0 .CC..MIDDK.MIAAK.N.EEL.N..JLGG..J.HH A99 C99 D99 E98 H96 I98 J98 
9 9 0 CC.K.MIDDK.MIAA..NEE.L.N..JLGG..J.HH A99 C98 D99 E99 H96 I98 J98 K99 
9 9 0 CC...MIDDK.MIAAK.N.EEL.N..JLGG..J.HH A99 C98 D99 E98 H96 I98 J98 
9 9 0 ...CCMIDDK.MIAAK.N.EEL.N..JLGG..J.HH A99 C99 D99 E98 H96 I98 J98 
9 9 0 ..CC.M.DDK.MIAAK.NIEEL.N..JLGG..J.HH A99 D99 E98 H96 I97 J98 
9 9 0 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGG..J.HH A99 D99 E98 H96 I96 J98 
9 9 0 ..CC.M.DDK.M.AAK.N.EEL.NI.JLGGI.J.HH A99 D99 E98 H96 I95 J98 
9 9 0 ICCK.MIDDK.MAAJL.NEEJL.N....GGHH.... A98 C99 D99 E99 I97 J98 K99 L99 
9 9 0 ICCK.MIDDK.MAAJ..NEEJ..N...LGGHH.L.. A98 C99 D99 E99 I97 J98 K99 L99 
9 9 0 ICCK.MIDDK.MAAJ..NEEJL.N...LGG.HH... A98 C99 D99 E99 H99 I97 J98 K99 
9 9 0 ICCK.MIDDK.MAAJ..NEEJL.N...LGG..HH.. A98 C99 D99 E99 H98 I97 J98 K99 
9 9 0 ICCK.MIDDK.MAAJ..NEEJL.N...LGG...HH. A98 C99 D99 E99 H97 I97 J98 K99 
9 9 0 ICCK.MIDDK.MAAJ..NEEJL.N...LGG....HH A98 C99 D99 E99 H96 I97 J98 K99 
9 9 0 ICC..MIDD..MAAJK.NEEJK.N...LGGHH.L.. A98 C99 D99 E99 I97 J98 K99 L99 
9 9 0 ICC..MIDDK.MAAJK.NEEJ..N...LGG.HHL.. A98 C99 D99 E99 H99 I97 J98 L99 
9 9 0 ICC..MIDDK.MAA.K.NEE.L.N..JLGG..JHH. A98 C99 D99 E99 H97 I97 J96 
9 9 0 ICC..MIDDK.MAA.K.NEE.L.N..JLGG..J.HH A98 C99 D99 E99 H96 I97 J96 
9 9 0 ICC..MIDDK.MAAJK.NEEJ..N...LGG...LHH A98 C99 D99 E99 H96 I97 J98 L99 
9 9 0 I..CCMIDD..MAAJK.NEEJK.N...LGGHH.L.. A98 C99 D99 E99 I97 J98 K99 L99 
9 9 0 I..CCMIDDK.MAAJK.NEEJ..N...LGG.HHL.. A98 C99 D99 E99 H99 I97 J98 L99 
9 9 0 I..CCMIDDK.MAA.K.NEE.L.N..JLGG..JHH. A98 C99 D99 E99 H97 I97 J96 
9 9 0 I..CCMIDDK.MAA.K.NEE.L.N..JLGG..J.HH A98 C99 D99 E99 H96 I97 J96 
9 9 0 I..CCMIDDK.MAAJK.NEEJ..N...LGG...LHH A98 C99 D99 E99 H96 I97 J98 L99 
9 9 0 I.CC.MIDD..MAAJK.NEEJK.N...LGG.HHL.. A98 D99 E99 H99 I97 J98 K99 L99 
9 9 0 I.CC.MIDDK.MAA.K.N.EEL.N..JLGG..JHH. A98 D99 E98 H97 I97 J96 
