10 0 10 .....L..ICCLG.IAAMG.JDDMH.JKEEHFFK.. 
8 0 8 ..I..L..ICCLG..AAMG.JDDMH.JKEEHFFK.. I99 
7 0 7 G.I..LG.ICCL...AAM..JDDMH.JKEEHFFK.. G98 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEE.FFK.. G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEEFF.K.. F99 G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH..DDMH.JKEEFFJK.. F99 G98 H99 I99 J99 
6 0 6 G.I..LG.ICCL...AAMHDD..MH.JKEEFFJK.. D98 F99 G98 H99 I99 J99 
6 0 6 ..I..LG.ICCLG..AAMH.JDDMH.JKEE.FFK.. G97 H99 I99 
7 0 7 G.I..LG.ICCL...AAMHDDK.MH.JKEEFFJ... D98 F99 G98 H99 I99 J99 K99 
7 0 7 G.I..LG.ICCLH..AAMHDD..M..JKEEFFJK.. D98 F99 G98 H98 I99 J99 
7 0 7 G.I..LG.ICCL.AA..MHDD..MH.JKEEFFJK.. A98 D98 F99 G98 H99 I99 J99 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.J.EEFFJ... A98 D98 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.JEE.FFJ... A98 D98 E99 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK..HDDK..H.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 M98 
7 0 7 G.I...G.ICC..AAK.LHDDK.LH.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 L98 M98 
8 0 8 G.I...G.IKCCAA.K.LHDD..LH.JEEMFFJ..M A97 C99 D94 E99 F99 G98 H99 I99 J99 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.LH..DDLH.JEEMFFJ..M A97 C99 D96 E99 F99 G98 H99 I98 J99 K95 L98 M98 
8 0 8 G.I...G.IKCCAA.K.LH.DD.LH.JEEMFFJ..M A97 C99 D95 E99 F99 G98 H99 I99 J99 K95 L98 M98 
8 0 8 G.I...G.IKCCHAAK.LH..DDL..JEEMFFJ..M A98 C99 D96 E99 F99 G98 H98 I99 J99 K95 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LH..DDLH.JEEMFFJ..M A98 C99 D96 E99 F99 G97 H99 I99 J99 K95 L98 M98 
8 0 8 G.I...G.IKCCHAAK.LH.JDDL..JEEMFF...M A98 C99 D96 E99 F99 G98 H98 I99 J98 K95 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LH.JDDLH.JEEMFF...M A98 C99 D96 E99 F99 G97 H99 I99 J98 K95 L98 M98 
8 0 8 G.I...G.IKCCHAAK.LH..DDL..JEEM..JFFM A98 C99 D96 E99 F96 G98 H96 I99 J97 K95 L98 M98 
8 0 8 ..I.....IKCCGAAK.LG..DDLH.JEEMH.JFFM A98 C99 D96 E99 F96 G96 H98 I99 J97 K95 L98 M98 
8 0 8 G..K..G.IKCC..IAAL..JDDLH.JEEMH.FF.M A96 C99 D96 E99 F95 G98 H98 I98 J96 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.L..JDDLH.JEEMHFF..M A95 C99 D96 E99 F94 G97 H98 I99 J96 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAAL..JDDLH.JEEMHFF..M A96 C99 D96 E99 F94 G97 H98 I98 J96 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..L..JDDLH.JEEMHFF..M A93 C99 D96 E99 F94 G98 H98 I98 J96 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LH.JDDLH.JEEM.FF..M A95 C99 D96 E99 F94 G97 H97 I99 J96 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAALH.JDDLH.JEEM.FF..M A96 C99 D96 E99 F94 G97 H97 I98 J96 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..LH.JDDLH.JEEM.FF..M A93 C99 D96 E99 F94 G98 H97 I98 J96 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.L..JDDLH.JEEMH.FF.M A95 C99 D96 E99 F93 G97 H96 I99 J96 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAAL..JDDLH.JEEMH.FF.M A96 C99 D96 E99 F93 G97 H96 I98 J96 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LH.JDDLH.JEEM..FF.M A95 C99 D96 E99 F93 G97 H97 I99 J96 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAALH.JDDLH.JEEM..FF.M A96 C99 D96 E99 F93 G97 H97 I98 J96 K96 L98 M98 
8 0 8 G.....G.IKCCAAIK.LH.JDDLH.JEEM..FF.M A93 C99 D96 E99 F93 G98 H97 I98 J96 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.L..JDDLH.JEEMHFF..M A93 C99 D96 E99 F92 G98 H96 I98 J96 K95 L98 M98 
8 0 8 G.I...G.IKCCHAAK.LH.JDDL..JEEM...FFM A92 C99 D96 E99 F92 G98 H94 I99 J96 K95 L98 M98 
8 0 8 ..I.....IKCCGAAK.LG.JDDLH.JEEMH..FFM A92 C99 D96 E99 F92 G96 H96 I99 J96 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.LH.JDDLH.JEEM.FF..M A93 C99 D96 E99 F90 G98 H95 I98 J96 K95 L98 M98 
8 0 8 G.....G.IKCCAAIK.L..JDDLH.JEEMH.FF.M A93 C99 D96 E99 F93 G98 H96 I98 J96 K95 L98 M98 
8 0 8 G.IK..G.IKCC..AA.L..JDDLH.JEEMH.FF.M A91 C99 D96 E99 F93 G98 H96 I99 J96 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..L..JDDLH.JEEMH.FF.M A93 C99 D96 E99 F93 G98 H96 I98 J96 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..LH.JDDLH.JEEM..FF.M A93 C99 D96 E99 F93 G98 H97 I98 J96 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LH.JDDLH.JEEM..FF.M A95 C99 D96 E99 F93 G98 H97 I99 J96 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAALH.JDDLH.JEEM..FF.M A96 C99 D96 E99 F93 G98 H97 I98 J96 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LH.JDDLH.JEEM.FF..M A95 C99 D96 E99 F94 G98 H97 I99 J96 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAALH.JDDLH.JEEM.FF..M A96 C99 D96 E99 F94 G98 H97 I98 J96 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.L..JDDLH.JEEMHFF..M A95 C99 D96 E99 F94 G98 H98 I99 J96 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAAL..JDDLH.JEEMHFF..M A96 C99 D96 E99 F94 G98 H98 I98 J96 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LHDD..L..JEEMFFJ..M A98 C99 D98 E99 F99 G98 H98 I99 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LHDD..LH.JEEMFFJ..M A97 C99 D98 E99 F99 G98 H99 I99 J99 K96 L98 M98 
8 0 8 G.IK..G.IKCCAA...LHDD..LH.JEEMFFJ..M A97 C99 D98 E99 F99 G98 H99 I99 J99 K96 L98 M98 
8 0 8 ..IK..G.IKCCGAA..LHDD..LH.JEEMFFJ..M A98 C99 D98 E99 F99 G97 H99 I99 J99 K96 L98 M98 
8 0 8 G.I...G.I.CCAA.K.LHDDK.LH.JEEMFFJ..M A97 C99 D98 E99 F99 G98 H99 I99 J99 K98 L98 M98 
8 0 8 G.I...G.ICC.AA.K.LHDDK.LH.JEEMFFJ..M A97 D98 E99 F99 G98 H99 I99 J99 K98 L98 M98 
8 0 8 G.I..LG.ICCLAA.K..HDDK..H.JEEMFFJ..M A97 D98 E99 F99 G98 H99 I99 J99 K98 M98 
8 0 8 G.I..LG.ICCLAA.K.MHDDK.MH.JEE.FFJ... A97 D98 E99 F99 G98 H99 I99 J99 K98 
8 0 8 G.I..LG.ICCLAA.K.MHDDK.MH.J.EEFFJ... A97 D98 F99 G98 H99 I99 J99 K98 
8 0 8 G.I..LG.ICCL.AA..MH.DD.MH.JKEEFFJK.. A98 D97 F99 G98 H99 I99 J99 
8 0 8 ..I..LG.ICCLGAA..MHDD..MH.JKEEFFJK.. A98 D98 F99 G97 H99 I99 J99 
8 0 8 G.I..LG.ICCLH..AAMH.DD.M..JKEEFFJK.. D97 F99 G98 H98 I99 J99 
8 0 8 G.I..LG.ICCLHAA..MHDD..M..JKEEFFJK.. A98 D98 F99 G98 H98 I99 J99 
8 0 8 G.I..LG.ICCLH.AA.MHDD..M..JKEEFFJK.. A99 D98 F99 G98 H98 I99 J99 
8 0 8 G....LG.ICCLH.IAAMHDD..M..JKEEFFJK.. D98 F99 G98 H98 I98 J99 
8 0 8 G.I..LG.ICCLH..AAMHDDK.M..JKEEFFJ... D98 F99 G98 H98 I99 J99 K99 
8 0 8 G.I..LG.ICCL.AA..MHDDK.MH.JKEEFFJ... A98 D98 F99 G98 H99 I99 J99 K99 
8 0 8 G.I..LG.ICCL..AA.MHDDK.MH.JKEEFFJ... A99 D98 F99 G98 H99 I99 J99 K99 
8 0 8 G....LG.ICCL..IAAMHDDK.MH.JKEEFFJ... D98 F99 G98 H99 I98 J99 K99 
8 0 8 ..I..LG.ICCLG..AAMHDDK.MH.JKEEFFJ... D98 F99 G97 H99 I99 J99 K99 
8 0 8 ..I..LG.ICCLG.JAAMH.JDDMH..KEE.FFK.. G97 H99 I99 J99 
8 0 8 ..I..LG.ICCLGAA..MH.JDDMH.JKEE.FFK.. A98 G97 H99 I99 
8 0 8 ..I..LG.ICCLG.AA.MH.JDDMH.JKEE.FFK.. A99 G97 H99 I99 
8 0 8 .....LG.ICCLG.IAAMH.JDDMH.JKEE.FFK.. G97 H99 I98 
8 0 8 G.I..LG.ICCLAA...MHDD..MH.JKEEFFJK.. A97 D98 F99 G98 H99 I99 J99 
8 0 8 G.I..LG.ICCLAA...MH..DDMH.JKEEFFJK.. A97 F99 G98 H99 I99 J99 
8 0 8 G....LG..CCL..IAAMH.IDDMH.JKEEFFJK.. F99 G98 H99 I97 J99 
8 0 8 G.I..LG.ICCL..JAAMH.JDDMH..KEEFF.K.. F99 G98 H99 I99 J99 
8 0 8 G.I..LG.ICCLAA...MH.JDDMH.JKEEFF.K.. A97 F99 G98 H99 I99 
8 0 8 G.I..LG.ICCL..JAAMH.JDDMH..KEE.FFK.. G98 H99 I99 J99 
8 0 8 G.I..LG.ICCL.AA..MH.JDDMH.JKEE.FFK.. A98 G98 H99 I99 
8 0 8 G.I..LG.ICCL..AA.MH.JDDMH.JKEE.FFK.. A99 G98 H99 I99 
8 0 8 G....LG.ICCL..IAAMH.JDDMH.JKEE.FFK.. G98 H99 I98 
8 0 8 G.I..LG.ICCLAA...M..JDDMH.JKEEHFFK.. A97 G98 I99 
9 0 9 G....LG.ICCLAAI..MH.JDDMH.JKEEFF.K.. A97 F99 G98 H99 I98 
9 0 9 G....LGCC..L..IAAMH.IDDMH.JKEEFFJK.. C98 F99 G98 H99 I97 J99 
9 0 9 G....LG.CC.L..IAAMH.IDDMH.JKEEFFJK.. C99 F99 G98 H99 I97 J99 
9 0 9 G....LG.ICCLAAI..MH..DDMH.JKEEFFJK.. A97 F99 G98 H99 I98 J99 
9 0 9 G....LG.ICCLAAI..MHDD..MH.JKEEFFJK.. A97 D98 F99 G98 H99 I98 J99 
9 0 9 G....LG.ICCLH.IAAMHDDK.M..JKEEFFJ... D98 F99 G98 H98 I98 J99 K99 
9 0 9 G.I..LG.ICCLH.AA.MHDDK.M..JKEEFFJ... A99 D98 F99 G98 H98 I99 J99 K99 
9 0 9 G.I..LG.ICCLHAA..MHDDK.M..JKEEFFJ... A98 D98 F99 G98 H98 I99 J99 K99 
9 0 9 ..I..LG.ICCLGAA..MHDDK.MH.JKEEFFJ... A98 D98 F99 G97 H99 I99 J99 K99 
9 0 9 G....LG.ICCLAAIK.MHDDK.MH.J.EEFFJ... A97 D98 F99 G98 H99 I98 J99 K98 
9 0 9 G....LG.ICCLAAIK.MHDDK.MH.JEE.FFJ... A97 D98 E99 F99 G98 H99 I98 J99 K98 
9 0 9 G....LG.ICCLAAIK..HDDK..H.JEEMFFJ..M A97 D98 E99 F99 G98 H99 I98 J99 K98 M98 
9 0 9 G.....G.ICC.AAIK.LHDDK.LH.JEEMFFJ..M A97 D98 E99 F99 G98 H99 I98 J99 K98 L98 M98 
9 0 9 G.....G.I.CCAAIK.LHDDK.LH.JEEMFFJ..M A97 C99 D98 E99 F99 G98 H99 I98 J99 K98 L98 M98 
9 0 9 G.....G.IKCCAAIK.LH.DD.LH.JEEMFFJ..M A97 C99 D95 E99 F99 G98 H99 I98 J99 K95 L98 M98 
9 0 9 G.....G.IKCCAAIK.LHDD..LH.JEEMFFJ..M A97 C99 D94 E99 F99 G98 H99 I98 J99 K95 L98 M98 
9 0 9 G..K..G.IKCCH.IAALH.DD.L..JEEMFFJ..M A96 C99 D95 E99 F99 G98 H98 I98 J99 K96 L98 M98 
9 0 9 G.IK..G.IKCCH.AA.LHDD..L..JEEMFFJ..M A95 C99 D94 E99 F99 G98 H98 I99 J99 K96 L98 M98 
9 0 9 G.IK..G.IKCCH.JAALH.JDDLEE...MFF...M A96 C99 D96 E96 F99 G98 H98 I99 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH..DDLEEJ..MFFJ..M A96 C99 D96 E96 F99 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH..DDLEEJ..MFFJ..M A94 C99 D96 E96 F99 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH.JDDLEEJ..MFF...M A94 C99 D96 E96 F99 G98 H98 I99 J94 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH.JDDLEEJ..M...FFM A94 C99 D96 E96 F96 G98 H98 I99 J94 K96 L98 M98 
8 0 8 G.IK..G.IKCCHAA..LH..DDLEEJ..M..JFFM A94 C99 D96 E96 F96 G98 H98 I99 J93 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH..DDLEEJ..M..JFFM A92 C99 D96 E96 F96 G98 H98 I99 J93 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH.JDDLEEJ..M...FFM A92 C99 D96 E96 F96 G98 H98 I99 J94 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH.JDDLEEJ..M.FF..M A92 C99 D96 E96 F94 G98 H98 I99 J94 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH.JDDLEEJ..M..FF.M A92 C99 D96 E96 F95 G98 H98 I99 J94 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH.JDDLEEJ..MFF...M A96 C99 D96 E96 F99 G98 H98 I99 J96 K96 L98 M98 
9 0 9 G..K..G.IKCCH.IAALH.JDDLEEJ..MFF...M A96 C99 D96 E96 F99 G98 H98 I98 J96 K96 L98 M98 
9 0 9 G..K..G.IKCCH.IAALH.JDDLEEJ..M...FFM A92 C99 D96 E96 F96 G98 H98 I98 J94 K96 L98 M98 
9 0 9 G.IK..G.IKCCH..AALHDD..LEEJ..M..JFFM A92 C99 D94 E96 F96 G98 H98 I99 J93 K96 L98 M98 
9 0 9 G.IK..G.IKCCH..AALH.DD.LEEJ..M..JFFM A92 C99 D95 E96 F96 G98 H98 I99 J93 K96 L98 M98 
9 0 9 G..K..G.IKCCH.IAALH..DDLEEJ..M..JFFM A92 C99 D96 E96 F96 G98 H98 I98 J93 K96 L98 M98 
9 0 9 G.IK..G.IKCCHAA..LHDD..LEEJ..M..JFFM A94 C99 D94 E96 F96 G98 H98 I99 J93 K96 L98 M98 
9 0 9 G.I...G.I.CCHAA..LHDDK.LEEJK.M..JFFM A94 C99 D94 E96 F96 G98 H98 I99 J93 K93 L98 M98 
8 0 8 G.I...G.ICC.HAA..LHDDK.LEEJK.M..JFFM A94 C98 D94 E96 F96 G98 H98 I99 J93 K93 L98 M98 
